-1,1080
0,1080
1,1152
2,1161
3,1101
4,1092
5,1158
6,1167
7,1113
8,1083
9,1116
10,1134
11,864
12,873
13,882
14,891
15,900
16,909
17,918
18,927
19,936
20,945
21,954
22,963
23,972
24,981
25,990
26,999
27,1008
28,1017
29,1026
30,1035
31,1044
32,1053
33,1062
34,1071
35,1143
36,1125
37,1098
38,417
39,399
40,381
41,363
42,345
43,327
44,309
45,291
46,273
47,255
48,237
49,219
50,201
51,183
52,165
53,147
54,129
55,111
56,93
57,75
58,57
59,39
60,21
61,3
62,1095
63,1122
64,1140
65,870
66,879
67,888
68,897
69,906
70,915
71,924
72,933
73,942
74,951
75,960
76,969
77,978
78,987
79,996
80,1005
81,1014
82,1023
83,1032
84,1041
85,1050
86,1059
87,1068
88,1077
89,1149
90,1131
91,1110
92,429
93,411
94,393
95,375
96,357
97,339
98,321
99,303
100,285
101,267
102,249
103,231
104,213
105,195
106,177
107,159
108,141
109,123
110,105
111,87
112,69
113,51
114,33
115,15
116,1086
117,1155
118,1164
119,1107
120,0
121,18
122,36
123,54
124,72
125,90
126,108
127,126
128,144
129,162
130,180
131,198
132,216
133,234
134,252
135,270
136,288
137,306
138,324
139,342
140,360
141,378
142,396
143,414
144,432
145,441
146,450
147,459
148,468
149,477
150,486
151,495
152,504
153,513
154,522
155,531
156,540
157,549
158,558
159,567
160,576
161,585
162,594
163,603
164,612
165,621
166,630
167,639
168,648
169,657
170,666
171,675
172,684
173,693
174,702
175,711
176,720
177,729
178,738
179,747
180,756
181,765
182,774
183,783
184,792
185,801
186,810
187,819
188,828
189,837
190,846
191,855
192,1089
193,1119
194,1137
195,867
196,876
197,885
198,894
199,903
200,912
201,921
202,930
203,939
204,948
205,957
206,966
207,975
208,984
209,993
210,1002
211,1011
212,1020
213,1029
214,1038
215,1047
216,1056
217,1065
218,1074
219,1146
220,1128
221,1104
222,423
223,405
224,387
225,369
226,351
227,333
228,315
229,297
230,279
231,261
232,243
233,225
234,207
235,189
236,171
237,153
238,135
239,117
240,99
241,81
242,63
243,45
244,27
245,9
246,12
247,30
248,48
249,66
250,84
251,102
252,120
253,138
254,156
255,174
256,192
257,210
258,228
259,246
260,264
261,282
262,300
263,318
264,336
265,354
266,372
267,390
268,408
269,426
270,438
271,447
272,456
273,465
274,474
275,483
276,492
277,501
278,510
279,519
280,528
281,537
282,546
283,555
284,564
285,573
286,582
287,591
288,600
289,609
290,618
291,627
292,636
293,645
294,654
295,663
296,672
297,681
298,690
299,699
300,708
301,717
302,726
303,735
304,744
305,753
306,762
307,771
308,780
309,789
310,798
311,807
312,816
313,825
314,834
315,843
316,852
317,861
318,6
319,24
320,42
321,60
322,78
323,96
324,114
325,132
326,150
327,168
328,186
329,204
330,222
331,240
332,258
333,276
334,294
335,312
336,330
337,348
338,366
339,384
340,402
341,420
342,435
343,444
344,453
345,462
346,471
347,480
348,489
349,498
350,507
351,516
352,525
353,534
354,543
355,552
356,561
357,570
358,579
359,588
360,597
361,606
362,615
363,624
364,633
365,642
366,651
367,660
368,669
369,678
370,687
371,696
372,705
373,714
374,723
375,732
376,741
377,750
378,759
379,768
380,777
381,786
382,795
383,804
384,813
385,822
386,831
387,840
388,849
389,858
